NAME,"RATING","VOTES","GENRE","YEAR"
титаник кровь и сталь,7.522,517,"драма, история",2012
сейчас самое время,7.521,34531,"драма, мелодрама",2012
операция арго,7.517,91814,"триллер, драма, биография",2012
бродяга кэнсин,7.516,2500,"боевик, драма",2012
слова,7.513,53822,"триллер, драма, мелодрама",2012
наружное наблюдение,7.509,537,"детектив",2012
клятва,7.507,75317,"драма, мелодрама",2012
8,7.504,507,"драма, история",2012
связи нет,7.494,16691,"триллер, драма",2012
разглядеть в темноте,7.493,721,"драма",2012
акт убийства,7.487,1849,"документальный, криминал",2012
ай вейвей никогда не извиняйся,7.478,1210,"документальный",2012
стрела,7.477,37310,"фантастика, боевик, драма",2012
трон восстание,7.475,1602,"мультфильм, фантастика, боевик",2012
код убийства,7.474,1525,"триллер, драма, криминал",2012
континуум,7.473,6622,"фантастика, боевик, триллер",2012
сейчас или никогда,7.469,776,"драма",2012
самый пьяный округ в мире,7.464,99633,"драма, криминал",2012
хорошие вибрации,7.46,1245,"драма, биография, музыка",2012
феи тайна зимнего леса,7.458,6832,"мультфильм, фэнтези, семейный",2012
элементарно,7.457,27787,"драма, криминал, детектив",2012
маги  волшебный лабиринт,7.451,813,"аниме, мультфильм, боевик",2012
малыш мун,7.449,719,"комедия",2012
храбрая сердцем,7.445,96131,"мультфильм, фэнтези, комедия",2012
балерины,7.441,1311,"драма, комедия",2012
повседневная жизнь старшеклассников,7.438,922,"аниме, мультфильм, комедия",2012
птичья песня,7.437,2202,"драма, мелодрама, военный",2012
сумма всех моих частей,7.437,521,"драма",2012
экипаж,7.436,68609,"триллер, драма",2012
пока цветет папоротник,7.432,4424,"фэнтези, комедия, приключения",2012
в доме,7.431,30206,"триллер, мелодрама, драма",2012
007 координаты скайфолл,7.428,122467,"боевик, триллер, приключения",2012
cirque du soleil сказочный мир,7.428,9597,"фэнтези",2012
застрял в любви,7.424,20024,"драма, мелодрама, комедия",2012
мадагаскар 3,7.423,90237,"мультфильм, комедия, приключения",2012
непутёвая учёба,7.42,1469,"комедия",2012
новая норма,7.417,1829,"мелодрама, комедия",2012
ёрмунганд,7.412,1054,"аниме, мультфильм, боевик",2012
полицейские будни,7.407,7113,"комедия",2012
имя,7.401,10866,"драма, комедия",2012
город мечты,7.4,1863,"драма, криминал",2012
милая фрэнсис,7.393,14634,"драма, мелодрама, комедия",2012
монстр сидящий рядом со мной,7.39,2518,"аниме, мультфильм, мелодрама",2012
сумеречная дева и амнезия,7.387,1023,"аниме, мультфильм, драма",2012
шеф,7.385,953,"криминал",2012
взрыв,7.372,1826,"аниме, мультфильм, боевик",2012
тело,7.37,23129,"триллер, детектив, криминал",2012
девочки,7.362,7592,"драма, комедия",2012
инспектор клот,7.361,634,"боевик, комедия, криминал",2012
пятницкий глава вторая,7.36,1588,"криминал",2012
волшебный лес,7.359,2182,"мультфильм, фэнтези, драма",2012
вицепрезидент,7.356,1979,"комедия",2012
высшая школа видеоигр,7.356,1159,"боевик, комедия",2012
проект кей,7.353,1410,"аниме, мультфильм, приключения",2012
пьета,7.351,5106,"драма",2012
место под соснами,7.35,77153,"триллер, драма, криминал",2012
киногид извращенца идеология,7.346,2156,"документальный",2012
семь психопатов,7.345,120485,"комедия, криминал",2012
записки юного врача,7.345,20336,"драма, комедия",2012
кейпоп последнее прослушивание,7.34,867,"мелодрама, комедия, музыка",2012
ханна арендт,7.339,758,"драма, биография",2012
контики,7.33,25656,"приключения, биография, история",2012
белоснежка,7.328,1943,"фэнтези, драма",2012
рестлмания 28,7.326,537,"боевик, спорт",2012
козёл отпущения,7.318,1453,"драма",2012
stars in shorts,7.316,963,"комедия",2012
связь,7.31,5827,"фантастика, драма, детектив",2012
переменная облачность,7.31,1286,"драма, мелодрама, комедия",2012
войско мын бала,7.304,1512,"военный, драма, приключения",2012
написано сергеем довлатовым,7.302,830,"мультфильм, документальный, биография",2012
связь сердец,7.302,597,"аниме, мультфильм, драма",2012
нищебог же,7.301,621,"аниме, мультфильм, комедия",2012
развод в большом городе,7.3,5072,"драма",2012
вечерний ургант,7.299,18236,"новости, ток-шоу, комедия",2012
коктейль,7.295,1364,"драма, мелодрама, комедия",2012
я и миссис джонс,7.277,621,"мелодрама, комедия",2012
лис из секретной службы и я,7.276,1547,"аниме, мультфильм, мелодрама",2012
история,7.276,1025,"триллер, детектив",2012
сказка о хвосте феи жрица жарптицы,7.272,754,"аниме, мультфильм, фэнтези",2012
политиканы,7.269,1286,"драма",2012
голодные игры,7.264,213019,"фантастика, боевик, триллер",2012
страсти по чапаю,7.26,1734,"драма, история, военный",2012
легавый,7.254,935,"детектив, приключения",2012
разомкнутый круг,7.249,4262,"драма, мелодрама, музыка",2012
мамадетектив,7.233,787,"детектив",2012
я один и ты одна,7.232,700,"драма, мелодрама, комедия",2012
просто джексон,7.23,568,"криминал",2012
люди в черном 3,7.227,140457,"фантастика, боевик, комедия",2012
все любят китов,7.226,8673,"драма, мелодрама, семейный",2012
а у нас во дворе,7.224,1250,"детектив, драма",2012
метрополис манила,7.224,720,"драма, криминал",2012
обучаю игре на гитаре,7.224,619,"мелодрама",2012
любовь с препятствиями,7.219,12234,"мелодрама, комедия",2012
поддубный,7.218,31570,"драма, спорт, биография",2012
вегас,7.216,735,"боевик, драма, криминал",2012
студент года,7.213,1607,"драма, мелодрама, комедия",2012
безусловный,7.213,706,"драма, криминал, биография",2012
в белом плену,7.211,6997,"драма, военный",2012
люди как мы,7.209,12871,"драма, комедия",2012
личные обстоятельства,7.209,1127,"мелодрама, криминал",2012
высоцкий четыре часа настоящей жизни,7.208,2289,"драма, биография",2012
руби спаркс,7.202,32597,"фэнтези, драма, мелодрама",2012
особо тяжкие преступления,7.202,578,"драма, криминал, детектив",2012
всё началось в харбине,7.2,1607,"драма, история",2012
мосгаз,7.196,6448,"детектив, криминал",2012
введение в архитектуру,7.196,885,"драма, мелодрама",2012
метро,7.195,97366,"триллер, драма",2012
мой парень  псих,7.194,146043,"драма, мелодрама, комедия",2012
нэшвилл,7.189,1068,"драма, мелодрама, музыка",2012
синдром дракона,7.185,2070,"триллер, детектив",2012
со мною вот что происходит,7.18,11545,"драма",2012
красавица и чудовище,7.18,6349,"триллер, драма, детектив",2012
колоски,7.18,817,"фэнтези, триллер, драма",2012
мистер пип,7.175,1849,"драма, военный",2012
настоящие люди,7.173,1019,"фантастика, триллер, драма",2012
марафон,7.172,899,"драма, комедия, спорт",2012
метод фрейда,7.163,6392,"детектив",2012
джек ричер,7.162,87319,"боевик, триллер, детектив",2012
будет светлым день,7.162,813,"мелодрама",2012
хичкок,7.16,28182,"драма, история, биография",2012
любовь на кончиках пальцев,7.156,13549,"мелодрама, комедия",2012
полетта,7.155,9431,"комедия, криминал, драма",2012
идеальный голос,7.152,31225,"мелодрама, комедия, музыка",2012
лонгмайр,7.151,571,"боевик, драма, криминал",2012
шаг вперед 4,7.15,37548,"драма, мелодрама, музыка",2012
мой мальчик,7.149,621,"комедия, мелодрама",2012
ускоренный мир,7.147,1138,"аниме, мультфильм, фантастика",2012
не верь су из квартиры 23,7.145,5046,"комедия",2012
благочестивые стервы,7.141,1061,"драма, комедия",2012
последняя сказка риты,7.139,9003,"фэнтези, драма, детектив",2012
значит война,7.13,114257,"боевик, мелодрама, комедия",2012
лига справедливости гибель,7.128,4326,"мультфильм, фантастика, фэнтези",2012
рассказы,7.125,29920,"драма, комедия",2012
подручный луизынулизы 4,7.123,567,"аниме, мультфильм, фэнтези",2012
одессамама,7.119,1242,"детектив",2012
удар молнии,7.116,8330,"драма, комедия",2012
высшая школа dxd,7.115,1655,"аниме, мультфильм, фэнтези",2012
американский пирог все в сборе,7.113,75771,"комедия",2012
мой капитан,7.113,723,"мелодрама, приключения",2012
на грани,7.111,57627,"триллер, боевик, криминал",2012
простые сложности нико фишера,7.103,3336,"драма, комедия",2012
франкенвини,7.101,37930,"мультфильм, ужасы, фантастика",2012
мад,7.095,21168,"драма, криминал",2012
моими глазами,7.092,4620,"триллер",2012
доктор эмили оуэнс,7.09,612,"драма, мелодрама, комедия",2012
кошка напрокат,7.089,1010,"драма",2012
связь,7.088,21236,"ужасы, фантастика, триллер",2012
смерть шпионам лисья нора,7.088,647,"боевик, военный",2012
обитель лжи,7.087,3296,"драма, комедия",2012
ржавчина и кость,7.084,16522,"драма, мелодрама",2012
настоящая любовь,7.081,1840,"драма, мелодрама",2012
мамы,7.077,49319,"мелодрама, комедия",2012
проект минди,7.077,1848,"комедия",2012
странная жизнь тимоти грина,7.076,12646,"фэнтези, драма, комедия",2012
крученый мяч,7.076,11824,"драма, спорт",2012
отчаянные меры,7.071,2644,"фантастика, боевик, триллер",2012
мой путь,7.067,571,"драма, биография, музыка",2012
ангел в сердце,7.063,2339,"мелодрама",2012
как выйти замуж за миллионера,7.058,2425,"мелодрама, комедия",2012
кордон следователя савельева,7.055,894,"детектив",2012
кайф с доставкой,7.054,984,"комедия",2012
я  убийца,7.045,2072,"боевик, триллер, криминал",2012
южные ночи,7.045,1651,"мелодрама, комедия",2012
квартет,7.04,2983,"драма, комедия",2012
взвейся в небо,7.037,521,"боевик, драма, мелодрама",2012
коп с топором,7.034,721,"мультфильм, фантастика, боевик",2012
грач,7.033,1566,"триллер, детектив",2012
военная разведка северный фронт,7.033,785,"приключения, военный",2012
полицейский на подиуме,7.027,1189,"комедия, криминал, детектив",2012
удиви меня,7.026,1489,"драма, мелодрама, криминал",2012
под прицелом,7.026,646,"боевик, драма",2012
пять звёзд,7.025,550,"драма, комедия",2012
смерть шпионам ударная волна,7.024,530,"военный",2012
проект x дорвались,7.019,95514,"комедия",2012
легенда о каспаре хаузере,7.018,1057,"драма, детектив",2012
мачо и ботан,7.013,132154,"боевик, комедия, криминал",2012
шеф,7.013,21209,"комедия",2012
прометей,7.012,155381,"фантастика, детектив, приключения",2012
стрелок,7.011,527,"боевик",2012
великий человекпаук,7.005,3248,"мультфильм, фантастика, боевик",2012
римские приключения,7.004,36541,"мелодрама, комедия, музыка",2012
идеальный конец,7.004,740,"драма, мелодрама",2012
стальная бабочка,7,14913,"драма, криминал, детектив",2012
пробуждение,7,594,"фантастика, драма, мелодрама",2012
новогодний переполох,6.999,1009,"комедия",2012
зимний путь,6.995,4268,"драма",2012
инкассаторы,6.993,1425,"боевик, драма, криминал",2012
петля времени,6.988,136116,"фантастика, боевик, триллер",2012
взлом по ту сторону мира,6.984,512,"аниме, мультфильм, фантастика",2012
неудержимые 2,6.979,91620,"боевик, триллер, приключения",2012
думай как мужчина,6.973,14812,"мелодрама, комедия",2012
бесконечный мир,6.97,793,"триллер, драма, мелодрама",2012
цезарь должен умереть,6.967,2415,"драма",2012
прощальный квартет,6.966,1157,"драма, музыка",2012
в первый раз,6.962,28376,"мелодрама, комедия",2012
внутри льюина дэвиса,6.961,26460,"драма, музыка",2012
толстяк на ринге,6.959,29831,"комедия, спорт",2012
козы,6.957,1611,"драма",2012
большая любовь,6.956,1715,"триллер, драма, мелодрама",2012
раскрашенная кожа 2,6.956,891,"фэнтези, боевик, триллер",2012
башня,6.954,984,"драма, боевик",2012
кремень,6.952,3888,"боевик, криминал, детектив",2012
беспомощность,6.952,632,"триллер, детектив",2012
робот и фрэнк,6.946,9664,"фантастика, драма, комедия",2012
пустошь,6.946,1000,"триллер, драма, криминал",2012
городок,6.942,2091,"драма, детектив",2012
легавый,6.938,554,"боевик, драма",2012
ледниковый период 4 континентальный дрейф,6.936,76936,"мультфильм, комедия, приключения",2012
воры,6.932,1697,"боевик, триллер, комедия",2012
джон картер,6.93,95498,"фантастика, боевик, приключения",2012
марьина роща,6.93,1092,"драма, детектив, история",2012
лоре,6.925,836,"драма, военный",2012
другая жизнь женщины,6.917,3024,"драма, мелодрама, комедия",2012
новогодняя жена,6.916,3558,"комедия",2012
золото,6.916,1732,"драма, комедия",2012
полный беспредел,6.914,3528,"криминал, триллер, драма",2012
самозванец,6.913,10123,"документальный, криминал, биография",2012
много шума из ничего,6.91,2580,"драма, мелодрама, комедия",2012
линкольн,6.909,28305,"драма, военный, биография",2012
кэти перри частичка меня,6.908,772,"документальный, музыка",2012
побеждая время,6.907,8303,"триллер, драма",2012
решала,6.905,8024,"драма, криминал",2012
чёрный дрозд,6.901,681,"драма",2012
доктор мафии,6.899,736,"триллер, драма, криминал",2012
идеальный брак,6.896,819,"мелодрама",2012
управление гневом,6.894,3837,"мелодрама, комедия",2012
десять храбрецов,6.893,532,"аниме, мультфильм, боевик",2012
новый человекпаук,6.891,140877,"фантастика, боевик, приключения",2012
порочные игры,6.891,35276,"триллер, драма",2012
кококо,6.89,13878,"драма, комедия",2012
доля ангелов,6.871,5849,"драма, комедия, криминал",2012
куку,6.86,986,"комедия",2012
карнавал дьявола,6.856,1153,"мюзикл, ужасы",2012
за холмами,6.853,2476,"драма",2012
секс ангелов,6.852,2537,"драма, мелодрама",2012
код доступа кейптаун,6.84,47976,"боевик, триллер, криминал",2012
голос,6.839,3138,"реальное ТВ, музыка, концерт",2012
подари мне воскресенье,6.838,599,"мелодрама",2012
игра изменилась,6.831,1562,"драма, биография, история",2012
я стану лучше,6.83,576,"драма",2012
подстава,6.823,559,"детектив",2012
анна каренина,6.82,72764,"драма, мелодрама",2012
ангелхранитель,6.82,9501,"драма, боевик",2012
река,6.82,4346,"ужасы, триллер, драма",2012
адский фьорд,6.818,843,"комедия, детектив, криминал",2012
супермен против элиты,6.815,1645,"мультфильм, фантастика, боевик",2012
судья дредд 3d,6.813,63165,"фантастика, боевик, криминал",2012
быстрые девушки,6.812,773,"драма, спорт",2012
всё просто,6.811,4123,"мелодрама, комедия",2012
мой первый раз,6.81,10610,"драма, мелодрама",2012
реальные парни,6.809,19946,"драма, комедия, криминал",2012
белая гвардия,6.802,4150,"драма, военный",2012
девушка и смерть,6.802,2939,"драма",2012
сестра,6.801,1537,"драма, криминал",2012
стукач,6.8,27903,"триллер, драма, криминал",2012
синдбад,6.791,930,"фэнтези, боевик, приключения",2012
метод лавровой 2,6.788,1846,"драма, мелодрама, детектив",2012
тайна криклихолла,6.784,942,"ужасы, драма, детектив",2012
муха,6.774,1022,"фэнтези, боевик, комедия",2012
замуж на 2 дня,6.772,20891,"мелодрама, комедия, приключения",2012
титаник,6.771,696,"драма",2012
halo 4 идущий к рассвету,6.77,3292,"фантастика, боевик, приключения",2012
ночной поезд до лиссабона,6.761,2926,"триллер, мелодрама, детектив",2012
шакал идёт,6.761,892,"комедия, криминал",2012
написать любовь на её руках,6.76,1520,"фэнтези, драма, биография",2012
асура,6.76,988,"аниме, мультфильм, ужасы",2012
самозванка,6.76,579,"мелодрама",2012
нарковойна,6.759,788,"боевик, триллер, драма",2012
портал юрского периода новый мир,6.757,596,"фантастика, боевик, драма",2012
кармел,6.75,1347,"драма",2012
нет,6.749,1976,"драма",2012
притворись моим парнем,6.748,21796,"мелодрама, комедия",2012
вспоминая 1942,6.742,766,"драма",2012
дирижёр,6.741,3425,"драма",2012
преступник,6.738,3173,"триллер, драма, криминал",2012
паранорман или как приручить зомби,6.736,23198,"мультфильм, фэнтези, комедия",2012
я буду рядом,6.735,6731,"драма",2012
санка рэа,6.734,936,"аниме, мультфильм, фэнтези",2012
8 первых свиданий,6.73,37900,"мелодрама, комедия",2012
большие надежды,6.73,9548,"драма, мелодрама",2012
все копы  ублюдки,6.728,2099,"боевик, драма, криминал",2012
парк авеню 666,6.727,5005,"фантастика, фэнтези, триллер",2012
барбара,6.723,1565,"драма",2012
повезет в любви,6.721,746,"мелодрама",2012
цель номер один,6.719,21800,"триллер, драма, история",2012
84я церемония вручения премии оскар,6.719,2541,"церемония",2012
багровые осколки,6.717,582,"аниме, мультфильм, мелодрама",2012
за маркса,6.712,3199,"драма, криминал",2012
присутствие великолепия,6.712,1052,"фэнтези, драма, комедия",2012
третий лишний,6.707,140434,"фэнтези, комедия",2012
школьный стрелок,6.707,1599,"драма",2012
воображариум,6.706,5157,"фэнтези, приключения, мюзикл",2012
три метра над уровнем неба я тебя хочу,6.704,56199,"драма, мелодрама",2012
лоракс,6.698,31322,"мультфильм, мюзикл, фэнтези",2012
мастер,6.696,24419,"драма",2012
звери дикого юга,6.696,8070,"драма, фэнтези",2012
рок на века,6.695,19253,"мюзикл, мелодрама, комедия",2012
уже не дети,6.693,2944,"драма",2012
голая бухта,6.692,941,"драма",2012
обитель зла проклятие,6.69,5549,"мультфильм, ужасы, фантастика",2012
табу,6.69,1157,"драма, мелодрама",2012
парижманхэттен,6.683,3289,"мелодрама, комедия",2012
заложница 2,6.682,51415,"боевик, триллер, криминал",2012
время любить,6.677,566,"мелодрама",2012
особо опасны,6.671,32678,"триллер, драма, криминал",2012
хроника,6.67,59946,"фантастика, боевик, триллер",2012
2 зайца,6.67,824,"боевик, криминал",2012
комната 237,6.67,762,"документальный",2012
дорожный патруль,6.666,644,"драма, криминал",2012
евангелион 333 ты  исправишь,6.663,2722,"аниме, мультфильм, фантастика",2012
тайное влечение,6.662,13836,"драма, мелодрама",2012
защитник,6.657,42867,"боевик, триллер, криминал",2012
непутевая невестка,6.646,595,"мелодрама",2012
это моя собака,6.645,764,"мелодрама",2012
повар для президента,6.643,1814,"комедия, биография",2012
звездный крейсер галактика кровь и хром,6.643,1754,"фантастика, боевик",2012
селеста и джесси навеки,6.641,2578,"драма, мелодрама, комедия",2012
людвиг баварский,6.638,1266,"драма, биография, история",2012
одним меньше,6.636,18859,"триллер, драма, криминал",2012
служащий,6.635,924,"боевик, драма",2012
поклонница,6.634,706,"драма, мелодрама",2012
мрачные тени,6.632,118776,"фэнтези, мелодрама, комедия",2012
виолетта,6.628,1638,"мелодрама, комедия, семейный",2012
синистер,6.627,70557,"ужасы, триллер, детектив",2012
извлечение,6.622,3589,"фантастика, драма",2012
корпорация святые моторы,6.62,9171,"фэнтези, драма",2012
черепашкининдзя,6.616,2508,"мультфильм, фантастика, боевик",2012
пираты банда неудачников,6.614,10884,"мультфильм, комедия, приключения",2012
бунтарка,6.61,4436,"мелодрама, комедия, семейный",2012
соблазнитель 2,6.608,8407,"комедия, семейный",2012
блиндаж,6.605,541,"драма, военный",2012
чего ждать когда ждешь ребенка,6.604,24758,"драма, мелодрама, комедия",2012
mass effect утерянный парагон,6.604,1505,"аниме, мультфильм, фантастика",2012
морской бой,6.603,85844,"фантастика, боевик, триллер",2012
эволюция борна,6.603,57526,"боевик, триллер, приключения",2012
паркер,6.601,44345,"боевик, триллер, мелодрама",2012
лабиринт,6.6,1447,"фэнтези, драма, приключения",2012
измеряя мир,6.599,1751,"приключения, драма",2012
шальные деньги стокгольмский нуар,6.599,1332,"боевик, триллер, драма",2012
в финале джон умрет,6.597,7563,"ужасы, фантастика, комедия",2012
команда мечты,6.594,4554,"комедия, спорт",2012
мальчики с востока,6.594,630,"триллер, драма, мелодрама",2012
поможем расстаться,6.593,704,"комедия",2012
неверно,6.592,2381,"комедия, детектив",2012
полной грудью,6.591,3027,"драма, мелодрама",2012
маша,6.59,758,"мелодрама",2012
русская наследница,6.588,542,"мелодрама, детектив",2012
искусственный рай,6.586,608,"драма",2012
весенние надежды,6.584,9669,"драма, мелодрама, комедия",2012
любовь с акцентом,6.584,8467,"комедия, приключения",2012
игра блэка,6.581,1069,"триллер, криминал",2012
закон доблести,6.578,6123,"боевик, триллер, драма",2012
охотники на ведьм,6.577,79578,"ужасы, фэнтези, боевик",2012
лохмотья,6.577,739,"мюзикл, драма, комедия",2012
турецкий для начинающих,6.575,7158,"комедия",2012
хемингуэй и геллхорн,6.575,2039,"драма, мелодрама, биография",2012
сумерки сага рассвет часть 2,6.569,96047,"фэнтези, драма, мелодрама",2012
хорошие поступки,6.569,1115,"драма, мелодрама, комедия",2012
порочная страсть,6.565,12413,"триллер, драма",2012
бомба,6.561,3171,"драма",2012
суррогат,6.561,3129,"драма, мелодрама, комедия",2012
батарейка,6.561,1565,"драма, триллер",2012
звездный ворс,6.56,1078,"фантастика, комедия",2012
срочная доставка,6.558,24140,"триллер, криминал",2012
снайперы любовь под прицелом,6.558,779,"драма, военный",2012
левиафан,6.555,576,"документальный",2012
конец любви,6.55,686,"драма",2012
ледяной,6.536,7864,"триллер, драма, криминал",2012
рай вера,6.536,1879,"драма",2012
молчание до гроба,6.535,1197,"триллер, драма",2012
девушка,6.532,1285,"драма, история",2012
в тумане,6.528,2914,"драма, военный, история",2012
чемпионки,6.526,796,"драма",2012
урок зла,6.521,784,"ужасы, триллер",2012
земля обетованная,6.52,3663,"драма",2012
биг тайм раш,6.52,719,"комедия",2012
что бы вы сделали,6.516,12651,"триллер, ужасы",2012
пучина,6.515,932,"боевик, драма",2012
миллионер,6.515,847,"мелодрама, фэнтези",2012
я нормально супер гуд,6.512,2290,"комедия, мелодрама",2012
ренуар последняя любовь,6.511,1936,"мелодрама",2012
васильки для василисы,6.511,699,"мелодрама",2012
воющий,6.504,521,"триллер, драма, детектив",2012
женщина в черном,6.499,70453,"ужасы, фэнтези, триллер",2012
вспомнить всё,6.497,86922,"фантастика, боевик, триллер",2012
список клиентов,6.485,1453,"драма",2012
ты и я,6.484,4453,"драма",2012
майский дождь,6.48,1527,"мелодрама, комедия",2012
соло на саксофоне,6.48,594,"драма",2012
я тоже хочу,6.471,14551,"драма, криминал",2012
диктатор,6.47,74403,"комедия",2012
разрешите тебя поцеловать снова,6.47,722,"мелодрама, комедия",2012
доспехи бога 3 миссия зодиак,6.469,36894,"боевик, комедия, приключения",2012
машина джейн мэнсфилд,6.467,1472,"драма",2012
небесные жёны луговых мари,6.464,2620,"драма",2012
виктория,6.462,689,"мелодрама, приключения",2012
на дороге,6.458,21696,"драма, мелодрама, приключения",2012
железяки,6.453,2942,"мультфильм, фантастика, фэнтези",2012
турне миллионера,6.45,1323,"боевик, триллер",2012
заложники,6.45,708,"триллер, драма",2012
рай любовь,6.448,2870,"драма",2012
деточки,6.445,2954,"драма",2012
военная хроника,6.445,640,"фантастика, боевик",2012
родительский беспредел,6.443,6343,"комедия, семейный",2012
хелтерскелтер,6.438,721,"ужасы, драма",2012
дешевый трепет,6.437,1771,"ужасы, триллер, драма",2012
бэйтаун вне закона,6.433,3294,"боевик, комедия, криминал",2012
на гребне,6.433,1807,"драма, биография, спорт",2012
дневник доктора зайцевой 2,6.426,1481,"мелодрама",2012
скубиду музыка вампира,6.425,521,"мультфильм, детектив",2012
шутки в сторону,6.423,15407,"комедия, криминал, детектив",2012
стрелок с черной скалы,6.413,644,"аниме, мультфильм, фэнтези",2012
апостол,6.413,595,"мультфильм, ужасы",2012
оазис любви,6.411,538,"мелодрама",2012
нечувствительный,6.41,1833,"ужасы, фэнтези, триллер",2012
1210,6.408,657,"драма",2012
звездный десант вторжение,6.407,3318,"мультфильм, фантастика, боевик",2012
калейдоскоп любви,6.404,4697,"триллер, драма",2012
тереза д,6.392,1350,"драма",2012
артур ньюман,6.391,1713,"драма",2012
любовь живет три года,6.39,14064,"мелодрама, комедия",2012
дневник слабака 3,6.39,1690,"комедия, семейный",2012
гавана я люблю тебя,6.386,5751,"драма",2012
невидимая женщина,6.373,1927,"драма, мелодрама, биография",2012
после мрака свет,6.373,1150,"драма",2012
ночная фиалка,6.371,1056,"мелодрама",2012
безопасность не гарантируется,6.368,5849,"драма, мелодрама, комедия",2012
привет от тима бакли,6.362,512,"драма",2012
европа,6.351,15731,"фантастика, триллер, драма",2012
император,6.342,1169,"драма, военный, история",2012
путешествие 2 таинственный остров,6.338,33812,"фантастика, фэнтези, боевик",2012
ведьма войны,6.332,1580,"драма, военный",2012
другой мир пробуждение,6.327,47432,"ужасы, фэнтези, боевик",2012
невероятные приключения американца в армении,6.323,2114,"комедия",2012
как влюбленный,6.322,556,"драма",2012
ночные ласточки,6.317,795,"боевик, мелодрама, военный",2012
жыве беларусь,6.308,1330,"драма",2012
с новым годом мамы,6.307,30158,"комедия, семейный",2012
любовь  это всё что тебе нужно,6.305,3036,"драма, мелодрама, комедия",2012
роммель,6.299,536,"боевик, драма, военный",2012
дорога в пустоту,6.299,524,"мелодрама",2012
зоннентау,6.298,627,"триллер, драма, приключения",2012
приключения гекльберри финна,6.292,1002,"приключения, семейный",2012
кома,6.288,749,"фантастика, триллер, драма",2012
в хлам,6.287,3703,"драма",2012
нико 2,6.286,882,"мультфильм, комедия, приключения",2012
мой любимый гений,6.267,557,"мелодрама",2012
замбезия,6.264,7614,"мультфильм, комедия, приключения",2012
тэд джонс и затерянный город,6.263,2379,"мультфильм, приключения, семейный",2012
не худо бы похудеть,6.257,2307,"комедия",2012
джунгли зовут в поисках марсупилами,6.25,5003,"комедия, приключения, семейный",2012
ночь одинокого филина,6.25,1204,"комедия, семейный",2012
эффект колибри,6.246,28101,"триллер, драма, криминал",2012
игра на выживание,6.246,18728,"триллер, драма, детектив",2012
чкалов,6.245,631,"драма, история",2012
реальность,6.24,962,"драма, комедия",2012
измена,6.236,5552,"триллер, драма",2012
пленница побег,6.236,1589,"боевик, триллер, история",2012
том и джерри робин гуд и мышьвесельчак,6.233,602,"мультфильм, семейный",2012
супер майк,6.229,44178,"драма, комедия",2012
ты это обещала,6.228,921,"триллер, драма, детектив",2012
летучий отряд скотландярда,6.226,2316,"боевик, драма, криминал",2012
как назло сибирь,6.222,776,"комедия",2012
матч,6.218,14822,"драма, спорт",2012
жена художника,6.216,1393,"драма, биография",2012
фил спектор,6.216,667,"драма, история",2012
коллекционер 2,6.215,22932,"ужасы, боевик, триллер",2012
не выключай свет,6.214,711,"драма, мелодрама",2012
верзила,6.211,10098,"ужасы, триллер, драма",2012
американская мэри,6.206,3703,"ужасы, драма",2012
ограбление казино,6.195,35015,"триллер, криминал",2012
уличные танцы 2,6.195,11146,"мелодрама, музыка",2012
дневник доктора зайцевой,6.194,4351,"мелодрама",2012
добро пожаловать на север,6.194,521,"комедия",2012
смерть шпионам скрытый враг,6.19,530,"военный",2012
вечное возвращение,6.183,1886,"мелодрама, комедия",2012
любовный переплет,6.182,6784,"драма, мелодрама, комедия",2012
путешествие к рождественской звезде,6.181,798,"фэнтези, приключения, семейный",2012
энималс,6.178,590,"фэнтези, драма",2012
византия,6.174,14337,"ужасы, фэнтези, триллер",2012
молодые сердца,6.174,5820,"драма, мелодрама, военный",2012
чистая кожа,6.169,1883,"боевик, триллер, драма",2012
добро пожаловать в капкан,6.16,10582,"боевик, триллер, криминал",2012
дети сексу не помеха,6.154,11798,"драма, мелодрама, комедия",2012
магазинчик самоубийств 3d,6.154,9992,"мультфильм, мюзикл, комедия",2012
после любви,6.154,713,"драма",2012
7 ящиков,6.151,1603,"триллер, криминал",2012
богиня,6.15,970,"мюзикл, мелодрама, комедия",2012
после люсии,6.147,1666,"драма",2012
революция,6.146,6750,"фантастика, боевик, драма",2012
долгая счастливая жизнь,6.146,3563,"драма",2012
рай надежда,6.145,2188,"драма",2012
смешарики новые приключения,6.14,875,"мультфильм, детский, приключения",2012
никто не выжил,6.138,20579,"триллер, ужасы",2012
рыба,6.138,872,"аниме, мультфильм, ужасы",2012
грязные игры,6.137,4709,"триллер, драма",2012
чтото в воздухе,6.137,1500,"драма",2012
спасибо за обмен,6.136,3758,"драма, мелодрама, комедия",2012
случайные знакомые,6.136,618,"мелодрама, комедия",2012
жизнь в мотеле,6.133,654,"мультфильм, триллер, драма",2012
лиз и дик,6.132,763,"драма, мелодрама, биография",2012
козы,6.13,1491,"комедия, драма",2012
голубая лагуна,6.129,5350,"драма, мелодрама, приключения",2012
говорю же у меня не встаёт,6.127,670,"аниме, мультфильм, мелодрама",2012
твоя рука в моей руке,6.126,962,"мелодрама, комедия",2012
человек который смеется,6.122,4274,"драма",2012
немножко женаты,6.12,17971,"мелодрама, комедия",2012
ку киндзадза,6.12,9287,"мультфильм, фантастика, комедия",2012
страшная красавица,6.119,889,"мелодрама",2012
