NAME,"RATING","VOTES","GENRE","YEAR"
белая девушка,5.319,587,"драма, криминал",2016
не вешайте трубку,5.318,2536,"ужасы, триллер",2016
три икса мировое господство,5.306,33888,"боевик, триллер, приключения",2016
жертва,5.303,972,"триллер, детектив",2016
налетчики,5.289,3865,"боевик, триллер, криминал",2016
лапочка 3,5.287,588,"драма, мелодрама, семейный",2016
ежик бобби колючие приключения,5.279,11597,"мультфильм, приключения",2016
держи удар детка,5.276,5111,"комедия, мелодрама",2016
охота на работу,5.271,3402,"комедия",2016
мафия игра на выживание,5.248,38605,"фантастика, боевик",2016
sex doll,5.226,2794,"триллер",2016
идеаль,5.216,2916,"комедия",2016
соседи на тропе войны 2,5.203,23966,"комедия",2016
влюблённые дети,5.16,549,"драма, мелодрама",2016
искусственный интеллект доступ неограничен,5.159,5916,"триллер, драма, криминал",2016
осколки,5.158,563,"драма, мелодрама",2016
любовь и пингвины,5.149,718,"фантастика, драма, мелодрама",2016
конец дня,5.146,751,"ужасы, фантастика, фэнтези",2016
я есть гнев,5.143,1508,"боевик, триллер, драма",2016
фантазм 5,5.112,855,"ужасы, фэнтези, боевик",2016
5я волна,5.11,40609,"фантастика, боевик, триллер",2016
миссия неадекватна,5.107,3513,"комедия, приключения, биография",2016
вирус,5.087,4174,"ужасы, фантастика, триллер",2016
просто потрясающе,5.073,572,"комедия, криминал",2016
31 праздник смерти,5.068,3552,"ужасы, триллер",2016
не убивай его,5.068,504,"ужасы, фэнтези, боевик",2016
побег из рио,5.051,735,"комедия, приключения",2016
сирена,5.048,916,"ужасы, фэнтези",2016
арбузные корки,5.016,551,"драма",2016
мальчишник в паттайе,4.995,2588,"комедия, приключения",2016
все тайное становится явным,4.989,865,"ужасы, триллер, драма",2016
ночь в париже,4.963,1166,"драма, комедия",2016
седьмой пациент,4.948,835,"ужасы",2016
ван хельсинг,4.945,1149,"ужасы, фэнтези, боевик",2016
трудная мишень 2,4.934,1224,"боевик, триллер",2016
супербобровы,4.915,18615,"комедия, семейный, фантастика",2016
все о мужчинах,4.905,10044,"комедия",2016
байбаймэн,4.902,5582,"ужасы, фэнтези, триллер",2016
настоящее преступление,4.893,2529,"триллер, драма, криминал",2016
планетариум,4.877,3475,"фэнтези, триллер, драма",2016
день до,4.865,951,"драма, фантастика",2016
послесвадебный разгром,4.857,2060,"комедия",2016
взаперти,4.847,1700,"триллер, драма, детектив",2016
безумный тридцатник,4.844,791,"комедия",2016
1+1 нарушая правила,4.836,1014,"драма, комедия",2016
сальный душитель,4.834,673,"ужасы, комедия",2016
томбой,4.83,1011,"боевик, триллер, криминал",2016
не стучи дважды,4.821,8417,"ужасы",2016
ёлки 5,4.81,24307,"семейный, комедия",2016
убить гюнтера,4.805,2580,"боевик, комедия",2016
макс стил,4.791,4987,"фантастика, фэнтези, боевик",2016
ведьма из блэр новая глава,4.781,8360,"ужасы, триллер, детектив",2016
огни большой деревни,4.777,1912,"комедия",2016
познать неизведанное,4.777,766,"фантастика, триллер, драма",2016
звонки,4.764,14372,"ужасы, триллер, драма",2016
образцовый самец 2,4.757,10471,"комедия",2016
мобильник,4.746,11196,"ужасы, фантастика, боевик",2016
озеро бодом,4.746,640,"ужасы, триллер, детектив",2016
призраки элоиз,4.741,4198,"ужасы, триллер",2016
тот кто читает мысли,4.731,610,"детектив, драма",2016
институт роузвуд,4.726,2012,"триллер, ужасы, драма",2016
ценный груз,4.726,1527,"боевик, триллер, драма",2016
источник,4.722,536,"драма",2016
я прелесть живущая в доме,4.717,687,"ужасы, триллер",2016
кикбоксер возмездие,4.709,2562,"боевик, драма, криминал",2016
сезон охоты байки из леса,4.689,2303,"мультфильм, ужасы, комедия",2016
бетатест,4.609,565,"фантастика, боевик, триллер",2016
викинг,4.574,61615,"история, драма",2016
над глубиной хроника выживания,4.567,2154,"ужасы, триллер, драма",2016
вурдалаки,4.521,6257,"триллер, фэнтези",2016
дед мороз битва магов,4.482,12044,"фэнтези, семейный, приключения",2016
джимми  покоритель америки,4.45,811,"комедия",2016
квест,4.426,4111,"ужасы",2016
салам масква,4.419,887,"криминал, драма, детектив",2016
охотники за привидениями,4.41,46200,"фантастика, фэнтези, боевик",2016
кеды,4.33,956,"драма",2016
восставшие мертвецы конец игры,4.321,570,"ужасы, фантастика, боевик",2016
импульс,4.304,2046,"триллер",2016
темнота,4.298,3041,"ужасы, триллер",2016
спарта,4.288,3546,"боевик, драма",2016
синдбад пираты семи штормов,4.268,1213,"мультфильм",2016
проклятые противостояние,4.224,2466,"ужасы",2016
супер брис,4.204,550,"комедия",2016
лихорадка,4.192,1281,"ужасы",2016
пандемия,4.184,892,"ужасы, фантастика, боевик",2016
хит,4.168,517,"драма",2016
пятьдесят оттенков черного,4.07,14533,"комедия",2016
жених,4.007,20618,"комедия",2016
маршрут построен,3.983,9258,"ужасы, триллер",2016
танцы насмерть,3.979,15046,"фантастика",2016
машина любви,3.971,531,"драма",2016
любовь без правил,3.947,1559,"комедия",2016
пушкин,3.855,919,"комедия, приключения",2016
охота на ангелов,3.802,628,"фантастика, фэнтези, боевик",2016
хроники мстителя,3.681,914,"боевик, триллер, криминал",2016
человек из будущего,3.642,541,"комедия",2016
суперплохие,3.626,3580,"комедия, драма, криминал",2016
всеисправить,3.624,1605,"драма, музыка, комедия",2016
знакомьтесь семейка блэков,3.434,566,"ужасы, комедия",2016
неуловимые джекпот,3.2,1977,"приключения, комедия, криминал",2016
стена,3.171,570,"история, военный, приключения",2016
бременские разбойники,3.168,1507,"мультфильм, комедия, приключения",2016
неуловимые бангкок,3.152,2125,"приключения, криминал",2016
8 лучших свиданий,3.13,24476,"комедия, мелодрама",2016
ночные стражи,3.129,13104,"фэнтези, боевик",2016
диггеры,3.059,5519,"ужасы",2016
одноклассницы,2.866,14465,"комедия",2016
разборка в маниле,2.6,15726,"боевик",2016
дизлайк,1.504,15061,"ужасы",2016
дети против волшебников,1.041,10151,"мультфильм, фэнтези, детский",2016
взломать блогеров,1.031,40254,"комедия, мультфильм, фантастика",2016
вернуться в 1988,8.876,723,"комедия, мелодрама",2015
человек,8.763,8174,"документальный",2015
любовь напрокат,8.615,1604,"мелодрама, комедия",2015
малышарики,8.545,779,"мультфильм, комедия, семейный",2015
выбор за нами,8.538,910,"документальный",2015
ванпанчмен,8.445,15184,"аниме, мультфильм, фантастика",2015
нарко,8.418,31396,"криминал, драма",2015
запах клубники,8.38,2337,"комедия, мелодрама",2015
убей меня исцели меня,8.36,2827,"драма, мелодрама, комедия",2015
создавая убийцу,8.359,1587,"документальный, криминал",2015
атлантида русского севера,8.344,1631,"документальный",2015
послушай меня марлон,8.333,668,"документальный, биография",2015
гамлет камбербэтч,8.314,3426,"драма",2015
дочери гюнеш,8.308,515,"драма, мелодрама, комедия",2015
чёрная любовь,8.302,2461,"мелодрама",2015
вся правда о медведях,8.232,4432,"мультфильм, фэнтези, комедия",2015
гонка на вымирание,8.224,3421,"документальный, триллер, драма",2015
bmovie шум и ярость в западном берлине,8.173,927,"документальный, музыка",2015
брат баджранги,8.166,2049,"боевик, драма, комедия",2015
стыд,8.125,11906,"драма, мелодрама",2015
лучше звоните солу,8.117,37546,"драма, криминал",2015
измены,8.087,25241,"мелодрама",2015
парад смерти,8.083,4603,"аниме, мультфильм, драма",2015
метод,8.08,41422,"триллер, криминал, драма",2015
сорвиголова,8.074,40899,"фантастика, фэнтези, боевик",2015
кто ты  школа 2015,8.059,1458,"мелодрама, детектив, драма",2015
тайны миллиардера,8.056,1882,"документальный, криминал",2015
тихий дон,8.045,4608,"драма",2015
я тебя помню,8.041,1196,"мелодрама, детектив, триллер",2015
ментовские войны 9,8.02,1299,"детектив, криминал",2015
головоломка,8.005,183390,"мультфильм, семейный, комедия",2015
мой призрак,7.995,1061,"мелодрама, комедия, фэнтези",2015
о моя венера,7.989,1847,"драма, мелодрама, комедия",2015
в поисках божественного рецепта,7.974,1667,"аниме, мультфильм, драма",2015
ученик чудовища,7.97,8740,"аниме, мультфильм, фэнтези",2015
это  англия год 1990,7.959,2368,"драма, криминал",2015
слуга народа,7.955,12875,"комедия",2015
адам портит всё,7.938,3671,"новости, ток-шоу, комедия",2015
патриот,7.937,1402,"триллер, драма, комедия",2015
галавант,7.926,2472,"мюзикл, фэнтези, комедия",2015
она была красоткой,7.922,2178,"комедия, мелодрама",2015
разъярённая мать,7.921,557,"драма, комедия",2015
эш против зловещих мертвецов,7.919,17239,"ужасы, фэнтези, боевик",2015
восьмое чувство,7.918,15776,"фантастика, триллер, драма",2015
маленький принц,7.913,36423,"мультфильм, фэнтези, драма",2015
на грани,7.909,5861,"комедия",2015
влюбиться в сунджон,7.894,560,"мелодрама, комедия",2015
дофус  книга 1 джулит,7.889,507,"мультфильм, фэнтези, комедия",2015
полдарк,7.886,3227,"драма, мелодрама, история",2015
омерзительная восьмерка,7.871,183789,"триллер, драма, криминал",2015
вторая жизнь уве,7.869,41758,"драма, мелодрама, комедия",2015
давай дерзай,7.848,675,"драма, мелодрама, комедия",2015
голос улиц,7.847,33966,"драма, биография, история",2015
мамочки,7.838,5321,"комедия",2015
бюро,7.834,685,"драма",2015
звёздная принцесса и силы зла,7.832,4026,"мультфильм, фантастика, фэнтези",2015
влюблённые,7.826,1431,"боевик, мелодрама, комедия",2015
психонавты забытые дети,7.826,1137,"мультфильм, ужасы, фантастика",2015
пространство,7.821,10800,"фантастика, триллер, драма",2015
мистер робот,7.819,39469,"триллер, драма, криминал",2015
выживший,7.814,206113,"боевик, драма, приключения",2015
безумный макс дорога ярости,7.813,212044,"боевик, фантастика, приключения",2015
великолепный век империя кёсем,7.795,1411,"драма, мелодрама, история",2015
мастер не на все руки,7.792,2161,"комедия",2015
джонатан стрендж и мистер норрелл,7.787,6493,"фэнтези",2015
версаль,7.787,2258,"драма, мелодрама, биография",2015
последнее королевство,7.782,5693,"боевик, драма, история",2015
пластиковые воспоминания,7.777,780,"аниме, мультфильм, комедия",2015
братья,7.771,548,"боевик, драма, спорт",2015
красота внутри,7.754,1933,"мелодрама, фэнтези",2015
шарлотта,7.749,1640,"аниме, мультфильм, фэнтези",2015
моя земля,7.743,5748,"драма, военный, история",2015
лондонград знай наших,7.74,6569,"драма",2015
пусть сердце бьётся,7.733,605,"драма, мелодрама, комедия",2015
мистер черч,7.731,20900,"драма, комедия",2015
кобейн чёртов монтаж,7.728,8460,"документальный, биография, музыка",2015
сохрани мою речь навсегда,7.724,816,"биография, документальный",2015
реальная цена моды,7.721,1999,"документальный, новости, драма",2015
комната,7.719,51506,"триллер, драма",2015
рождение мафии ньюйорк,7.716,1721,"криминал, история, драма",2015
девушка которая видит запахи,7.716,946,"фэнтези, драма, мелодрама",2015
тайные истины,7.716,719,"драма, мелодрама",2015
восточный ветер 2,7.713,1670,"драма, мелодрама, приключения",2015
эми,7.705,7913,"документальный, биография, музыка",2015
империя,7.703,2065,"драма, музыка",2015
дюрарара 2,7.699,869,"аниме, приключения, мультфильм",2015
синг стрит,7.695,11654,"драма, мелодрама, комедия",2015
временно недоступен,7.692,3712,"комедия",2015
медики чикаго,7.684,1071,"драма",2015
баджирао и мастани,7.679,1042,"боевик, драма, мелодрама",2015
марсианин,7.677,215325,"фантастика, приключения",2015
паук,7.673,3834,"детектив, криминал, триллер",2015
с значит семья,7.671,1165,"мультфильм, драма, комедия",2015
молодая гвардия,7.67,2661,"военный, драма",2015
джессика джонс,7.657,25030,"фантастика, боевик, триллер",2015
квест,7.651,2589,"приключения, триллер",2015
моя история,7.65,672,"аниме, мультфильм, мелодрама",2015
повелитель,7.634,2209,"аниме, мультфильм, фантастика",2015
учёный гуляющий по ночам,7.632,554,"фэнтези, боевик, мелодрама",2015
kingsman секретная служба,7.627,201822,"боевик, комедия, криминал",2015
я эрл и умирающая девушка,7.614,29716,"драма, мелодрама, комедия",2015
идеальные незнакомцы,7.601,85857,"драма, комедия",2015
красная королева,7.598,3067,"биография, драма",2015
daft punk unchained,7.597,662,"документальный, музыка",2015
истории ран,7.596,689,"аниме, мультфильм, приключения",2015
куда бы еще вторгнуться,7.592,2152,"документальный, комедия",2015
врата,7.592,1123,"аниме, мультфильм, фэнтези",2015
век адалин,7.589,78997,"драма, мелодрама, фэнтези",2015
люцифер,7.589,20272,"фэнтези, драма, криминал",2015
дикий мёд,7.589,2089,"драма, мелодрама",2015
убежище,7.567,713,"драма",2015
великая,7.555,4012,"драма, история",2015
высокие ставки,7.554,957,"драма, криминал",2015
без обид,7.553,762,"драма, комедия, криминал",2015
стажёр,7.549,119570,"мелодрама, комедия",2015
я  зомби,7.548,11008,"ужасы, драма, комедия",2015
битва за севастополь,7.545,59976,"военный, драма, мелодрама",2015
агенты анкл,7.543,157495,"боевик, комедия, приключения",2015
непридуманная жизнь,7.54,570,"драма, биография",2015
эдди орёл,7.534,53742,"драма, комедия, биография",2015
исчезновение,7.531,1025,"драма, криминал, детектив",2015
пеле рождение легенды,7.53,14315,"драма, биография, спорт",2015
невский,7.529,843,"детектив",2015
под прикрытием,7.527,1346,"драма, криминал, биография",2015
как я стал русским,7.52,3375,"комедия",2015
подлый пит,7.498,2698,"драма, криминал",2015
в центре внимания,7.492,73949,"драма, криминал, история",2015
малыш,7.485,3953,"драма, военный, история",2015
сердце хочет кричать,7.483,2129,"аниме, мультфильм, приключения",2015
шпионский мост,7.481,83079,"триллер, драма, история",2015
доктор фостер,7.481,593,"драма",2015
в пустыне смерти,7.471,4205,"боевик, драма, приключения",2015
левша,7.463,76485,"драма, спорт",2015
крепость щитом и мечом,7.459,7620,"мультфильм, приключения, военный",2015
германия 83,7.456,2004,"драма",2015
плоть и кости,7.451,4226,"драма",2015
чистота,7.447,1168,"драма, криминал",2015
дальняя дорога,7.435,25832,"драма, мелодрама",2015
мужчина ищет женщину,7.43,3468,"фэнтези, мелодрама, комедия",2015
катастрофа,7.428,1125,"комедия",2015
класс убийц,7.426,1239,"аниме, мультфильм, боевик",2015
банан,7.408,520,"драма",2015
далеко на север,7.407,981,"мультфильм, боевик, драма",2015
и никого не стало,7.403,12873,"триллер, драма, криминал",2015
ты я и конец света,7.401,1603,"фантастика, комедия",2015
типа счастье,7.394,1386,"драма, комедия",2015
люди,7.384,7960,"фантастика, драма",2015
агент картер,7.377,11497,"фантастика, боевик, приключения",2015
юная,7.377,2308,"мелодрама, комедия",2015
барса больше чем клуб,7.376,826,"документальный, спорт",2015
ривер,7.375,1570,"драма, криминал, детектив",2015
тайны и ложь,7.373,1869,"драма, детектив, триллер",2015
видимость,7.365,570,"триллер, драма, криминал",2015
визит инспектора,7.357,3042,"триллер, драма, криминал",2015
выстрел в пустоту,7.352,39958,"триллер, драма, криминал",2015
закон каменных джунглей,7.349,16640,"драма, криминал",2015
эти глаза напротив,7.349,816,"биография, мелодрама, музыка",2015
кровь,7.345,836,"мелодрама, фантастика",2015
школа строгого режима,7.344,1588,"аниме, мультфильм, комедия",2015
реанимация,7.341,1086,"драма",2015
трамбо,7.335,19161,"драма, биография",2015
код 100,7.327,1534,"детектив, криминал",2015
безродные звери,7.32,8436,"драма, военный",2015
королева красоты,7.319,1157,"мелодрама",2015
боруто наруто фильм,7.318,2195,"мультфильм, боевик, комедия",2015
прогулка,7.313,76665,"триллер, драма, приключения",2015
помнить,7.313,9413,"триллер, драма, детектив",2015
нереальный холостяк,7.313,1818,"драма",2015
чёрная материя,7.31,4961,"фантастика, триллер, драма",2015
двадцать,7.309,1225,"комедия, мелодрама",2015
человек в высоком замке,7.307,7137,"фантастика, триллер, драма",2015
дом,7.304,49582,"мультфильм, фантастика, комедия",2015
наваждение,7.302,3711,"документальный",2015
покажите мне героя,7.302,1157,"драма, история",2015
хайд джекил и я,7.295,661,"драма, мелодрама, комедия",2015
в подземелье я пойду там красавицу найду,7.291,1661,"аниме, мультфильм, боевик",2015
колония дигнидад,7.288,35518,"триллер, драма, мелодрама",2015
пальмы в снегу,7.288,6701,"драма, мелодрама",2015
мои соседи exo,7.284,1075,"комедия",2015
луи ск вживую в comedy store,7.277,810,"документальный, комедия",2015
частное пионерское ура каникулы,7.276,2230,"детский, приключения, семейный",2015
игра на понижение,7.273,83528,"драма, комедия, биография",2015
по небу босиком,7.273,1189,"мелодрама, комедия",2015
молодость,7.268,40692,"драма, мелодрама, комедия",2015
мстители эра альтрона,7.258,173797,"фантастика, боевик, приключения",2015
аврил и поддельный мир,7.258,1784,"мультфильм, фантастика, триллер",2015
анка с молдаванки,7.252,740,"мелодрама, криминал",2015
минимализм документальный фильм о важных вещах,7.244,826,"документальный",2015
московская борзая,7.243,783,"криминал, мелодрама",2015
министерство времени,7.242,662,"фантастика, фэнтези, комедия",2015
женщина в золотом,7.241,7741,"драма, история",2015
месть от кутюр,7.24,32150,"драма, комедия",2015
батл крик,7.233,2851,"драма, комедия, криминал",2015
в сердце моря,7.231,60303,"боевик, триллер, драма",2015
рожденная звездой,7.231,599,"мелодрама",2015
фортитьюд,7.23,5477,"драма, ужасы, триллер",2015
секретные материалы,7.228,9705,"фантастика, триллер, драма",2015
области тьмы,7.224,12467,"фантастика, триллер, драма",2015
сыны свободы,7.219,575,"драма, история",2015
ямадакун и семь ведьм,7.211,738,"аниме, мультфильм, комедия",2015
глюконавты,7.206,766,"фантастика, комедия",2015
асфальт,7.203,2055,"драма, комедия",2015
волчий зал,7.197,988,"драма, биография, история",2015
психопаспорт,7.188,1970,"аниме, мультфильм, фантастика",2015
уже скучаю по тебе,7.187,6199,"драма, мелодрама, комедия",2015
диккенсиада,7.187,603,"драма",2015
робот по имени чаппи,7.185,117490,"фантастика, боевик, триллер",2015
монстры на каникулах 2,7.185,52135,"мультфильм, фэнтези, комедия",2015
в лучах солнца,7.185,6024,"документальный",2015
бандитос,7.184,921,"аниме, мультфильм, боевик",2015
вкус чудес,7.18,1706,"драма, мелодрама, комедия",2015
эверест,7.177,94743,"боевик, триллер, драма",2015
выстрел,7.174,770,"драма, спорт",2015
фронт кровавой блокады,7.172,621,"аниме, мультфильм, приключения",2015
пес,7.171,1453,"детектив",2015
братья ветра,7.168,800,"драма, приключения, семейный",2015
белль и себастьян приключения продолжаются,7.162,1415,"приключения, семейный",2015
родословная,7.16,1134,"триллер, драма",2015
очень позднее шоу с джеймсом корденом,7.159,534,"ток-шоу, комедия",2015
самозванец,7.154,1185,"комедия, криминал",2015
всё что мне осталось от тебя,7.147,1076,"драма, мелодрама",2015
код убийцы,7.146,777,"драма, криминал, детектив",2015
легенда,7.145,89272,"криминал, триллер, драма",2015
человек который познал бесконечность,7.136,9824,"драма, биография",2015
бруклин,7.133,30672,"драма, мелодрама",2015
мустанг,7.128,6220,"драма",2015
база куантико,7.124,3600,"триллер, драма, криминал",2015
странные чары,7.122,3470,"мультфильм, мюзикл, фэнтези",2015
фарца,7.119,4775,"криминал, драма",2015
конец тура,7.118,6676,"драма, биография",2015
макбет,7.117,26212,"драма, военный, история",2015
разрушение,7.112,49744,"драма, комедия",2015
звёздные войны пробуждение силы,7.107,160284,"фантастика, фэнтези, боевик",2015
пощечина,7.105,1838,"драма",2015
убийца,7.103,60948,"боевик, триллер, драма",2015
шпион,7.102,102729,"боевик, комедия, криминал",2015
хороший динозавр,7.102,28467,"мультфильм, фэнтези, драма",2015
последний серафим,7.102,1517,"аниме, мультфильм, фэнтези",2015
трудности ассимиляции,7.101,1529,"комедия",2015
событие,7.098,539,"документальный, история",2015
человекмуравей,7.088,125263,"фантастика, боевик, комедия",2015
золушка,7.084,53488,"фэнтези, драма, мелодрама",2015
хичкоктрюффо,7.081,1695,"документальный",2015
конмэн,7.081,1183,"комедия",2015
жизнь в деталях,7.074,792,"комедия",2015
миссия невыполнима племя изгоев,7.071,75825,"боевик, триллер, приключения",2015
крид наследие рокки,7.071,36710,"драма, спорт",2015
футболисты,7.07,3521,"драма, комедия, спорт",2015
пенсильвания,7.067,721,"драма, криминал",2015
72 часа,7.066,1327,"военный, драма",2015
шоколад,7.064,12134,"драма, биография",2015
приманка,7.064,1728,"триллер, драма, криминал",2015
обычное шоу фильм,7.064,539,"мультфильм, фантастика, фэнтези",2015
призрак,7.062,38794,"комедия, семейный, фантастика",2015
все мои американцы,7.051,573,"драма, биография, спорт",2015
чума,7.05,1211,"драма",2015
мой король,7.049,14349,"драма, мелодрама",2015
ип ман 3,7.047,7603,"боевик, драма, биография",2015
члены королевской семьи,7.046,1658,"драма",2015
дружина,7.043,1898,"боевик, история",2015
королевы крика,7.038,11271,"ужасы, комедия, детектив",2015
пропитанный отбеливателем,7.035,892,"документальный, криминал",2015
город лунного луча,7.031,1142,"мультфильм, триллер, комедия",2015
лондонский шпион,7.027,1183,"триллер, драма, мелодрама",2015
назад во времени,7.023,536,"документальный, семейный, история",2015
форсаж 7,7.022,112524,"боевик, триллер, криминал",2015
саранча,7.022,1681,"триллер",2015
сосны,7.014,13075,"фантастика, триллер, драма",2015
бэкстром,7.01,1373,"драма, детектив, комедия",2015
высшее общество,7,862,"драма, мелодрама",2015
смертельно живой,6.992,1532,"триллер, драма, детектив",2015
слепая зона,6.991,4923,"боевик, триллер, драма",2015
бешеные псы,6.988,804,"драма, комедия, криминал",2015
основные принципы добра,6.984,6173,"драма, комедия",2015
а зори здесь тихие,6.983,26098,"драма, военный, история",2015
президент,6.976,4350,"документальный, история",2015
бахубали начало,6.976,2894,"фэнтези, боевик, мелодрама",2015
по законам военного времени,6.968,1689,"военный, драма, история",2015
большие деньги,6.967,502,"драма, криминал",2015
скучный мир где не существует самой идеи похабных шуток,6.966,1229,"аниме, мультфильм, комедия",2015
волшебники,6.963,8360,"фэнтези, драма, детектив",2015
лобстер,6.962,56198,"фантастика, триллер, драма",2015
хроники франкенштейна,6.962,1427,"фэнтези, драма, криминал",2015
он снова здесь,6.954,5331,"фэнтези, драма, комедия",2015
superнянь 2,6.951,20299,"комедия",2015
крыша мира,6.95,2417,"комедия",2015
лизалиса,6.948,832,"фэнтези, мелодрама, комедия",2015
озабоченные,6.945,5163,"комедия",2015
тигр,6.945,1354,"драма, триллер, история",2015
истребители последний бой,6.942,838,"военный, драма",2015
бараны,6.94,811,"драма",2015
повседневная жизнь с девушкоймонстром,6.94,781,"аниме, мультфильм, фэнтези",2015
ма ма,6.937,4134,"драма",2015
грейс и фрэнки,6.934,1001,"комедия",2015
тут,6.933,1500,"драма, биография, история",2015
глубокая паутина,6.93,591,"документальный",2015
нарушение правил,6.92,533,"мелодрама",2015
людмила гурченко,6.916,876,"биография",2015
леди баг и суперкот,6.915,1689,"мультфильм, фэнтези, боевик",2015
девушка из дании,6.91,44197,"драма, мелодрама, биография",2015
чокнутая бывшая,6.908,845,"мюзикл, комедия",2015
слава,6.901,990,"драма, спорт, биография",2015
двуличная сестренка умару,6.899,695,"аниме, мультфильм, комедия",2015
валет червей,6.895,775,"драма, семейный",2015
коробка,6.893,13872,"драма, спорт, комедия",2015
монстр в шкафу,6.887,568,"фэнтези, драма, детектив",2015
суфражистка,6.882,7172,"драма, биография, история",2015
идеальный мужчина,6.879,3050,"триллер, драма",2015
капкан,6.878,686,"триллер, драма, криминал",2015
герои шести цветов,6.876,620,"аниме, мультфильм, боевик",2015
новейший завет,6.862,25384,"фэнтези, комедия",2015
маргарита,6.862,1955,"драма, комедия, музыка",2015
отель мэриголд заселение продолжается,6.861,10143,"драма, комедия",2015
почетный гражданин,6.861,1513,"драма, комедия",2015
тотем волка,6.86,833,"драма, приключения",2015
наркотик,6.858,10863,"драма, комедия, криминал",2015
мир юрского периода,6.855,120348,"фантастика, приключения, боевик",2015
вдали от обезумевшей толпы,6.854,14990,"драма, мелодрама",2015
во имя любви,6.853,1231,"мелодрама",2015
ищейка,6.853,882,"детектив",2015
внесебя,6.852,63641,"фантастика, триллер, боевик",2015
микроб и бензин,6.851,661,"драма, комедия, приключения",2015
общественная мораль,6.844,509,"драма, криминал",2015
последний человек на земле,6.842,14266,"комедия",2015
франкофония,6.84,1421,"драма, история",2015
он  дракон,6.83,25894,"фэнтези",2015
крым путь на родину,6.83,6184,"документальный, история",2015
взгляд в прошлое,6.823,513,"драма, комедия",2015
такси,6.82,3936,"драма, комедия",2015
виктория,6.817,8262,"триллер, драма, мелодрама",2015
али и нино,6.816,1081,"драма, мелодрама, военный",2015
12 обезьян,6.815,4857,"фантастика, триллер, драма",2015
мисс стивенс,6.811,837,"драма, комедия",2015
несгибаемая кимми шмидт,6.805,1991,"драма, комедия",2015
американская одиссея,6.795,560,"боевик, триллер, драма",2015
роузвуд,6.793,918,"драма, криминал, детектив",2015
крик,6.791,6394,"ужасы, триллер, драма",2015
любовь похожа на тебя,6.791,920,"драма",2015
бойтесь ходячих мертвецов,6.784,12656,"ужасы, фантастика, триллер",2015
стражи галактики,6.78,1041,"мультфильм, фантастика, боевик",2015
мандарин,6.779,1256,"драма, комедия, криминал",2015
аномализа,6.777,4454,"мультфильм, драма, мелодрама",2015
конец детства,6.776,5030,"фантастика, триллер, драма",2015
7 дней в аду,6.776,4478,"комедия, спорт",2015
земля картелей,6.77,1222,"документальный",2015
костюмер,6.768,758,"драма",2015
побег из аула операция махаббат,6.761,798,"комедия, мелодрама",2015
без границ,6.757,22123,"комедия, мелодрама",2015
гений,6.757,17791,"драма, биография",2015
водолей,6.75,2716,"триллер, драма, криминал",2015
с пяти до семи,6.75,2341,"драма, мелодрама",2015
защитник,6.748,17463,"драма, биография, спорт",2015
з начало всего,6.748,517,"драма, биография",2015
макс,6.745,3594,"фэнтези, драма, приключения",2015
призрак в доспехах,6.745,621,"аниме, мультфильм, боевик",2015
выбор,6.744,17490,"драма, мелодрама",2015
в гонконге уже завтра,6.744,890,"мелодрама, комедия",2015
без обязательств,6.743,585,"драма, комедия",2015
шафер напрокат,6.739,16296,"комедия",2015
находка,6.732,3432,"драма",2015
128 ударов сердца в минуту,6.729,23327,"драма, мелодрама, музыка",2015
рождённый для грусти,6.727,618,"драма, мелодрама, биография",2015
леди в фургоне,6.726,4074,"драма, комедия, биография",2015
иррациональный человек,6.722,33659,"драма, комедия",2015
сын саула,6.72,5570,"драма, военный",2015
эти люди,6.717,533,"драма, мелодрама",2015
субура,6.715,1628,"триллер, драма, криминал",2015
на гребне волны,6.713,40050,"боевик, триллер, криминал",2015
дипан,6.713,2646,"драма, криминал",2015
шёпот,6.705,2999,"ужасы, фантастика, триллер",2015
друзья,6.702,5107,"драма, мелодрама, комедия",2015
взорвать гитлера,6.679,3168,"драма, история, военный",2015
джой,6.676,41535,"драма",2015
адмирал,6.669,1011,"боевик, драма, приключения",2015
повесть о любви и тьме,6.668,869,"драма, мелодрама, детектив",2015
зима в огне,6.666,3458,"документальный",2015
стив джобс,6.663,34630,"драма, биография, история",2015
кайфоломы,6.661,2405,"фантастика, боевик, триллер",2015
единичка,6.657,5946,"военный, драма",2015
шеф адам джонс,6.653,41122,"драма, комедия",2015
строго на запад,6.652,11739,"вестерн, драма, триллер",2015
костяной томагавк,6.646,23980,"ужасы, драма, приключения",2015
нянька,6.643,671,"драма, комедия",2015
девятая жизнь луи дракса,6.639,15019,"триллер, детектив",2015
город,6.638,1025,"драма",2015
багровый пик,6.629,81918,"ужасы, фэнтези, триллер",2015
спасение,6.628,2703,"драма",2015
мало много слепо,6.626,1651,"мелодрама, комедия",2015
духless 2,6.625,45394,"драма",2015
турбо пацан,6.623,4702,"ужасы, фантастика, боевик",2015
сюрприз,6.618,6176,"мелодрама, комедия",2015
к черту на рога,6.616,6419,"комедия",2015
14+,6.614,22200,"мелодрама",2015
овечка долли была злая и рано умерла,6.613,10444,"фантастика, комедия, приключения",2015
13 часов тайные солдаты бенгази,6.612,14704,"боевик, триллер, драма",2015
все что у меня есть,6.612,4139,"драма, мелодрама, биография",2015
зачётный препод 2,6.607,13019,"комедия",2015
счастье  это,6.607,4314,"семейный, мелодрама",2015
