"NAME","RATING","VOTES","GENRE","YEAR"
"отверженные 25ая годовщина мюзикла",8.8,4660,"Drama, Music, Musical",2010
"начало",8.8,1858608,"Action, Adventure, Sci-Fi",2010
"душа и персона",8.6,2856,"Action, Crime, Thriller",2010
"плохой герой",8.4,1200,"Comedy, Crime, Drama",2010
"жизненный путь",8.4,2113,"Action, Drama",2010
"натаранг",8.4,1324,"Drama",2010
"пранчиеттан и сэйнт",8.3,4134,"Comedy, Drama",2010
"следы на песке",8.3,1423,"Comedy, Drama",2010
"guilt  sentence",8.3,743,"Drama, Mystery, Thriller",2010
"монтевидео божественное видение",8.3,10548,"Adventure, Comedy, Drama",2010
"пожары",8.3,125937,"Drama, Mystery, War",2010
"история игрушек большой побег",8.3,694295,"Animation, Adventure, Comedy",2010
"runway",8.2,1164,"Drama",2010
"кто убил капитана алекса",8.2,5142,"Action, Crime, Mystery",2010
"откровение",8.2,5836,"Action, Drama",2010
"полет",8.2,39141,"Drama",2010
"super",8.1,1887,"Drama",2010
"исчезновение харухи судзумии",8.1,5496,"Animation, Comedy, Drama",2010
"остров проклятых",8.1,1016272,"Mystery, Thriller",2010
"как приручить дракона",8.1,616569,"Animation, Action, Adventure",2010
"moner manush",8,1062,"Biography",2010
"меня зовут калам",8,3132,"Comedy, Drama",2010
"лидер",8,3443,"Drama",2010
"и небеса ради меня достанешь",8,4314,"Drama, Romance",2010
"элитный отряд враг внутри",8,75411,"Action, Crime, Drama",2010
"король говорит",8,597190,"Biography, Drama, History",2010
"меня зовут кхан",8,91645,"Drama",2010
"чёрный лебедь",8,653203,"Drama, Thriller",2010
"расскажи как любишь",7.9,1413,"Drama, Romance",2010
"чёрный мед",7.8,3752,"Comedy, Drama",2010
"portretul luptatorului la tinerete",7.8,740,"Action, Drama, History",2010
"ад",7.8,7313,"Action, Comedy, Crime",2010
"признания",7.8,32398,"Drama, Thriller",2010
"я видел дьявола",7.8,95093,"Action, Crime, Thriller",2010
"прогульщики",7.8,1041,"Drama",2010
"чeловек из ниоткуда",7.8,55764,"Action, Drama, Thriller",2010
"мадрасапаттинам",7.8,1914,"Drama, History, Romance",2010
"поэзия",7.8,8813,"Drama",2010
"боец",7.8,318296,"Biography, Drama, Sport",2010
"рапунцель запутанная история",7.8,370007,"Animation, Adventure, Comedy",2010
"wedingdeureseu",7.7,552,"Drama",2010
"как ты смогла меня очаровать",7.7,2549,"Romance",2010
"зеро 2",7.7,5340,"Comedy, Thriller",2010
"один из тысячи",7.7,2856,"Action, Adventure, Fantasy",2010
"гадкий я",7.7,468315,"Animation, Comedy, Family",2010
"социальная сеть",7.7,572378,"Biography, Drama",2010
"гарри поттер и дары смерти часть i",7.7,429806,"Adventure, Fantasy, Mystery",2010
"привет джули",7.7,75426,"Comedy, Drama, Romance",2010
"то что называется любовью",7.6,4059,"Comedy, Romance",2010
"привет призрак",7.6,3444,"Comedy, Drama",2010
"привет незнакомец",7.6,2353,"Comedy, Romance",2010
"базарная улица",7.6,1047,"Drama",2010
"do dooni chaar",7.6,4501,"Comedy, Drama",2010
"история крови",7.6,3488,"Action, Biography, Crime",2010
"японская жена",7.6,1913,"Drama, Romance",2010
"о чём говорят мужчины",7.6,4943,"Comedy",2010
"bindaas",7.6,743,"Action, Drama, Family",2010
"ариэтти из страны лилипутов",7.6,68923,"Animation, Adventure, Family",2010
"127 часов",7.6,326370,"Adventure, Biography, Drama",2010
"рай океана",7.6,2193,"Drama",2010
"road to sangam",7.6,630,"Drama, Thriller",2010
"13 yбийц",7.6,58397,"Action, Adventure, Drama",2010
"железная хватка",7.6,286324,"Adventure, Drama, Western",2010
"землетрясение",7.6,8237,"Drama",2010
"ип ман 2",7.6,87353,"Action, Biography, Drama",2010
"месть",7.6,36695,"Drama, Romance",2010
"субмарино",7.6,8748,"Drama",2010
"пипец",7.6,500119,"Action, Adventure, Comedy",2010
"город воров",7.6,324808,"Crime, Drama, Thriller",2010
"блич 4 врата ада",7.5,1855,"Animation, Action, Adventure",2010
"с любовью к обаме",7.5,4599,"Comedy, Crime, Drama",2010
"удостоверение личности",7.5,867,"Comedy, Drama",2010
"каир 678",7.5,3614,"Drama",2010
"неадекватные люди",7.5,3623,"Comedy, Drama, Romance",2010
"триган переполох в пустошах",7.5,4414,"Animation, Action, Sci-Fi",2010
"смещение",7.5,3282,"Drama, Romance",2010
"многоцветье",7.5,4473,"Animation, Drama, Fantasy",2010
"ее зовут сара",7.5,15117,"Drama, War",2010
"охотничий сезон",7.5,27450,"Crime, Drama, Mystery",2010
"гинтама фильм",7.5,1060,"Animation, Action, Comedy",2010
"махеш каледжа",7.5,7349,"Action, Drama",2010
"мальчик",7.5,16923,"Comedy, Drama",2010
"третья звезда",7.5,6421,"Drama",2010
"убойные каникулы",7.5,154815,"Comedy, Horror",2010
"мольба",7.5,15615,"Drama",2010
"они продают даже дождь",7.5,11876,"Drama, History",2010
"walkaway",7.5,798,"Comedy, Drama",2010
"брестская крепость",7.5,8081,"Action, Drama, History",2010
"король чёртова острова",7.5,16419,"Action, Drama",2010
"чyжая",7.5,4966,"Drama",2010
"орлиный путь",7.5,1380,"Action, Crime, Drama",2010
"бьютифул",7.5,80797,"Drama, Romance",2010
"первопроходец",7.5,4076,"Biography, Drama, Romance",2010
"иллюзионист",7.5,31882,"Animation, Drama",2010
"скотт пилигрим против всех",7.5,342304,"Action, Comedy, Fantasy",2010
"стальное пианино",7.4,1050,"Comedy, Drama",2010
"время евы",7.4,3074,"Animation, Romance, Sci-Fi",2010
"большинство",7.4,4378,"Drama",2010
"rassayel el bahr",7.4,1126,"Drama, Romance",2010
"без пощады",7.4,4983,"Action, Crime, Thriller",2010
"автограф",7.4,1766,"Drama",2010
"отражение радуги",7.4,1612,"Comedy, Drama, Romance",2010
"брат",7.4,2389,"Drama, Family, Sport",2010
"hamoni",7.4,645,"Drama",2010
"необстрелянные",7.4,4683,"Action, Drama, War",2010
"гостеприимство",7.4,2160,"Action, Comedy",2010
"пусть летят пули",7.4,8314,"Action, Comedy, Western",2010
"три дня на побег",7.4,169356,"Action, Crime, Drama",2010
"жизнь пипли",7.4,11014,"Comedy, Drama",2010
"путь",7.4,28049,"Adventure, Comedy, Drama",2010
"однажды в мумбаи",7.4,14881,"Action, Crime, Drama",2010
"лиссабонские тайны",7.4,2947,"Drama, Mystery, Romance",2010
"миссия лондон",7.4,5896,"Comedy",2010
"валентинка",7.4,171265,"Drama, Romance",2010
"thamizh padam",7.3,672,"Comedy",2010
"la tarago wa la esteslam",7.3,1211,"Action, Comedy",2010
"mynaa",7.3,796,"Action, Romance",2010
"byomkesh bakshi",7.3,777,"Drama, Mystery, Thriller",2010
"микрофон",7.3,1269,"Comedy, Drama, Music",2010
"есть вещи которые ты не знаешь",7.3,1034,"Drama",2010
"привет как дела",7.3,1445,"Comedy, Romance",2010
"once i was",7.3,676,"Drama",2010
"дорогая",7.3,2244,"Comedy, Drama, Romance",2010
"осатаневшая",7.3,11696,"Drama, Horror, Thriller",2010
"куки возвращается",7.3,1028,"Comedy, Family, Fantasy",2010
"hisshiken torisashi",7.3,580,"Action, History",2010
"баскаран по прозвищу босс",7.3,1833,"Comedy",2010
"субмарина",7.3,80253,"Comedy, Drama, Romance",2010
"ещё один год",7.3,26388,"Comedy, Drama",2010
"игра лжецов последний раунд",7.3,848,"Drama, Thriller",2010
"по версии барни",7.3,23154,"Comedy, Drama",2010
"цирк колумбия",7.3,2351,"Comedy, Drama, Romance",2010
"холостые выстрелы",7.3,10557,"Comedy, Drama, Romance",2010
"пережить свою жизнь",7.3,1131,"Animation, Comedy, Fantasy",2010
"у любви нет причин",7.3,9314,"Comedy, Drama, Romance",2010
"чeтыре льва",7.3,66602,"Comedy, Crime, Drama",2010
"kontorfalak",7.3,508,"Drama, Romance",2010
"по волчьим законам",7.3,51801,"Crime, Drama",2010
"желтое море",7.3,16410,"Action, Drama, Thriller",2010
"путь домой",7.3,102682,"Adventure, Drama, History",2010
"копия верна",7.3,18446,"Drama, Romance",2010
"мегамозг",7.3,209918,"Animation, Action, Comedy",2010
"бутылка в море",7.2,992,"Drama",2010
"samir wa shahir wa bahir",7.2,1017,"Comedy, Drama, Fantasy",2010
"городской переполох",7.2,3179,"Crime, Drama",2010
"press",7.2,510,"Drama, History",2010
"cocktail",7.2,739,"Drama, Musical, Thriller",2010
"мешанина",7.2,1721,"Comedy, Family",2010
"yen aura pas de facile",7.2,730,"Comedy",2010
"жить",7.2,1093,"Action, Crime, Drama",2010
"mel karade rabba",7.2,631,"Comedy, Drama, Romance",2010
"клоун фильм",7.2,9418,"Comedy",2010
"албанец",7.2,580,"Drama",2010
"охота на мелких хищников",7.2,1074,"Drama, Romance, Thriller",2010
"die unabsichtliche entfuhrung der frau elfriede ott",7.2,632,"Comedy",2010
"четырежды",7.2,3417,"Drama",2010
"имена людей",7.2,7156,"Comedy, Drama, Romance",2010
"без ладена",7.2,9854,"Comedy, Drama",2010
"я не мессия",7.2,1108,"Comedy, Music",2010
"свадебная церемония",7.2,13937,"Comedy, Drama, Romance",2010
"любовь в затяжке",7.2,2105,"Comedy, Drama, Romance",2010
"boображаемая любовь",7.2,24654,"Drama, Romance",2010
"матери",7.2,681,"Drama",2010
"о людях и богах",7.2,14046,"Drama, History",2010
"прощание",7.2,6032,"Biography, Drama, History",2010
"мёд",7.2,6261,"Drama",2010
"злодей",7.2,1189,"Crime, Drama, Romance",2010
"начинающие",7.2,84106,"Comedy, Drama, Romance",2010
"кающийся грешник",7.2,1268,"Drama, Sci-Fi",2010
"красный холм",7.2,936,"Drama, Romance",2010
"heroes",7.2,683,"Comedy, Drama, Family",2010
"дыхание",7.2,1146,"Drama",2010
"как будто меня там нет",7.2,997,"Drama",2010
"чистый лист",7.2,6355,"Comedy, Drama",2010
"зимняя кость",7.2,128338,"Drama, Mystery",2010
"беги если сможешь",7.2,776,"Drama",2010
"сделано в дагенхэме",7.2,13189,"Biography, Comedy, Drama",2010
"nodame kantabire saishuugakushou  kouhen",7.2,635,"Drama",2010
"звуки шума",7.2,8364,"Comedy, Crime, Music",2010
"приговор",7.2,39936,"Biography, Crime, Drama",2010
"чико и рита",7.2,8059,"Animation, Crime, Drama",2010
"призрак",7.2,148919,"Drama, Mystery, Thriller",2010
"чeмпион",7.2,24723,"Biography, Drama, Family",2010
"библиотека паскаля",7.2,1651,"Drama",2010
"стукачка",7.2,29974,"Action, Biography, Crime",2010
"женщины с 6го этажа",7.1,9200,"Comedy",2010
"джеки",7.1,1345,"Action",2010
"цвета горы",7.1,1354,"Drama",2010
"наруто 7 потерянная башня",7.1,2245,"Animation, Action, Adventure",2010
"в космосе чувств не бывает",7.1,7835,"Comedy, Drama, Romance",2010
"процветающий сад",7.1,3279,"Action, Comedy, Drama",2010
"жизнь превыше всего",7.1,1248,"Drama",2010
"ип ман рождение легенды",7.1,29677,"Action, Biography, Drama",2010
"холодная рыба",7.1,9763,"Comedy, Crime, Drama",2010
"от меня к тебе",7.1,1958,"Animation, Drama, Romance",2010
"розочка",7.1,1080,"Drama, History, Romance",2010
"винсент хочет к морю",7.1,4983,"Drama",2010
"любовь секс и обман",7.1,4830,"Comedy, Crime, Drama",2010
"увы и ах",7.1,17126,"Comedy",2010
"10<U+00BD>",7.1,583,"Drama",2010
"хочу свистеть  свищу",7.1,5759,"Drama",2010
"музыка  это моя жизнь",7.1,1068,"Drama",2010
"завтра утром",7.1,925,"Drama",2010
"под ветвями боярышника",7.1,2471,"Drama, Romance",2010
"picco",7.1,616,"Crime, Drama, Horror",2010
"я не ангел",7.1,1753,"Action, Crime, Drama",2010
"первое прекрасное",7.1,4351,"Comedy, Drama",2010
"путь к вечной жизни",7.1,967,"Drama, Family",2010
"маленькие секреты",7.1,21960,"Comedy, Drama",2010
"солнце и апельсины",7.1,4771,"Drama, History",2010
"заключенный r",7.1,4243,"Crime, Drama",2010
"дневники мумбая",7.1,11686,"Drama",2010
"ниже холма 60",7.1,6954,"Drama, History, War",2010
"soranin",7.1,612,"Drama",2010
"золотой сон",7.1,919,"Action, Drama, Thriller",2010
"помни меня",7.1,130190,"Drama, Romance",2010
"облава",7.1,7740,"Drama, History, War",2010
"хаберманн",7.1,855,"Drama, Romance, War",2010
"бумажные птицы",7.1,663,"Comedy, Drama, History",2010
"ototo",7.1,556,"Drama",2010
"не отпускай меня",7.1,130748,"Drama, Romance, Sci-Fi",2010
"робот",7.1,23268,"Action, Sci-Fi",2010
"политики",7.1,15318,"Crime, Drama, Thriller",2010
"отличница лёгкого поведения",7.1,333031,"Comedy, Drama, Romance",2010
"слушай свое сердце",7.1,4359,"Drama, Music, Romance",2010
"впусти меня сага",7.1,107573,"Drama, Fantasy, Horror",2010
"с надеждой на лучшее",7.1,1118,"Drama",2010
"лучшие вещи в мире",7.1,1414,"Comedy, Drama",2010
"adventure scouts",7.1,1593,"Action, Adventure, Comedy",2010
"немыслимое",7.1,80447,"Crime, Drama, Thriller",2010
"это очень забавная история",7.1,126034,"Comedy, Drama, Romance",2010
"да или нет",7,1587,"Comedy, Romance",2010
"ничто",7,912,"Comedy, Drama",2010
"golgeler ve suretler",7,694,"Drama",2010
"охотники на троллей",7,63890,"Drama, Fantasy, Horror",2010
"путешествие",7,20170,"Comedy, Drama",2010
"ярость",7,2943,"Action, Crime, Thriller",2010
"лучший актер",7,1297,"Comedy, Drama",2010
"неожиданная встреча",7,2836,"Drama",2010
"три метра над уровнем неба",7,21413,"Action, Drama, Romance",2010
"sin retorno",7,748,"Drama, Thriller",2010
"детектив конан 14",7,1130,"Animation, Action, Adventure",2010
"i am",7,777,"Drama",2010
"цветущий кизил",7,920,"Adventure, Drama, Romance",2010
"как я провёл этим летом",7,6145,"Drama",2010
"судьба ночь схватки",7,1326,"Animation, Action, Drama",2010
"бек",7,846,"Drama, Music",2010
"борец",7,962,"Action, Crime, Drama",2010
"отморозки",7,7683,"Drama",2010
"тайное воссоединение",7,3250,"Action, Drama",2010
"хочу свистеть  свищу",7.1,5759,"Drama",2010
"музыка  это моя жизнь",7.1,1068,"Drama",2010
"завтра утром",7.1,925,"Drama",2010
"под ветвями боярышника",7.1,2471,"Drama, Romance",2010
"picco",7.1,616,"Crime, Drama, Horror",2010
"я не ангел",7.1,1753,"Action, Crime, Drama",2010
"первое прекрасное",7.1,4351,"Comedy, Drama",2010
"путь к вечной жизни",7.1,967,"Drama, Family",2010
"маленькие секреты",7.1,21960,"Comedy, Drama",2010
"солнце и апельсины",7.1,4771,"Drama, History",2010
"заключенный r",7.1,4243,"Crime, Drama",2010
"дневники мумбая",7.1,11686,"Drama",2010
"ниже холма 60",7.1,6954,"Drama, History, War",2010
"soranin",7.1,612,"Drama",2010
"золотой сон",7.1,919,"Action, Drama, Thriller",2010
"помни меня",7.1,130190,"Drama, Romance",2010
"облава",7.1,7740,"Drama, History, War",2010
"хаберманн",7.1,855,"Drama, Romance, War",2010
"бумажные птицы",7.1,663,"Comedy, Drama, History",2010
"ototo",7.1,556,"Drama",2010
"не отпускай меня",7.1,130748,"Drama, Romance, Sci-Fi",2010
"робот",7.1,23268,"Action, Sci-Fi",2010
"политики",7.1,15318,"Crime, Drama, Thriller",2010
"отличница лёгкого поведения",7.1,333031,"Comedy, Drama, Romance",2010
"слушай свое сердце",7.1,4359,"Drama, Music, Romance",2010
"впусти меня сага",7.1,107573,"Drama, Fantasy, Horror",2010
"с надеждой на лучшее",7.1,1118,"Drama",2010
"лучшие вещи в мире",7.1,1414,"Comedy, Drama",2010
"adventure scouts",7.1,1593,"Action, Adventure, Comedy",2010
"немыслимое",7.1,80447,"Crime, Drama, Thriller",2010
"это очень забавная история",7.1,126034,"Comedy, Drama, Romance",2010
"да или нет",7,1587,"Comedy, Romance",2010
"ничто",7,912,"Comedy, Drama",2010
"golgeler ve suretler",7,694,"Drama",2010
"охотники на троллей",7,63890,"Drama, Fantasy, Horror",2010
"путешествие",7,20170,"Comedy, Drama",2010
"ярость",7,2943,"Action, Crime, Thriller",2010
"лучший актер",7,1297,"Comedy, Drama",2010
"неожиданная встреча",7,2836,"Drama",2010
"три метра над уровнем неба",7,21413,"Action, Drama, Romance",2010
"sin retorno",7,748,"Drama, Thriller",2010
"детектив конан 14",7,1130,"Animation, Action, Adventure",2010
"i am",7,777,"Drama",2010
"цветущий кизил",7,920,"Adventure, Drama, Romance",2010
"как я провёл этим летом",7,6145,"Drama",2010
"судьба ночь схватки",7,1326,"Animation, Action, Drama",2010
"бек",7,846,"Drama, Music",2010
"борец",7,962,"Action, Crime, Drama",2010
"отморозки",7,7683,"Drama",2010
"тайное воссоединение",7,3250,"Action, Drama",2010
"красивые люди",7,954,"Drama",2010
"к чемуто прекрасному",7,3894,"Drama",2010
"во вторник после рождества",7,3970,"Drama, Romance",2010
"восточный эдем 2",7,1012,"Animation, Action, Comedy",2010
"погребенный заживо",7,140329,"Drama, Mystery, Thriller",2010
"чeрный хлеб",7,4212,"Crime, Drama",2010
"дневники оды",7,947,"Drama",2010
"по ту сторону",7,3545,"Drama",2010
"загон для собак",7,10069,"Drama",2010
"хешер",7,48700,"Comedy, Crime, Drama",2010
"картик звонит картику",7,9332,"Drama, Mystery, Thriller",2010
"тишина",7,5871,"Crime, Drama, Thriller",2010
"ноль часов",7,1113,"Action, Drama, Thriller",2010
"большой солдат",7,13869,"Action, Adventure, Comedy",2010
"далеко по соседству",7,1420,"Drama, Fantasy",2010
"рэд",7,272884,"Action, Comedy, Crime",2010
"шику шавьер",7,1519,"Biography, Drama",2010
"железный человек 2",7,665556,"Action, Adventure, Sci-Fi",2010
"легенды ночных стражей",7,74170,"Animation, Action, Adventure",2010
"добро пожаловать к райли",7,22326,"Drama",2010
"клуб безбашенных",7,9623,"Biography, Drama, History",2010
"в пути",7,1722,"Drama",2010
"молот",7,1621,"Biography, Drama, Sport",2010
"кроличья нора",7,45520,"Drama",2010
"детки в порядке",7,121043,"Comedy, Drama, Romance",2010
"ножны самурая",6.9,867,"Comedy",2010
"кошачья жизнь",6.9,9908,"Animation, Adventure, Comedy",2010
"счастье мое",6.9,2033,"Adventure, Drama",2010
"лофт",6.9,5249,"Crime, Drama, Thriller",2010
"монга",6.9,2450,"Action, Crime, Drama",2010
"im schatten",6.9,552,"Crime, Drama",2010
"анонимные романтики",6.9,9936,"Comedy, Romance",2010
"каранчо",6.9,7146,"Crime, Drama, Romance",2010
"treacle jr",6.9,586,"Drama",2010
"доверие",6.9,39558,"Crime, Drama, Thriller",2010
"тихая жизнь",6.9,1968,"Crime, Drama",2010
"власть убийц",6.9,7043,"Action, Adventure",2010
"лапландская одиссея",6.9,5422,"Comedy, Drama, Romance",2010
"битва телеканалов",6.9,2174,"Drama, Mystery, Thriller",2010
"72 дня",6.9,863,"Comedy, Drama",2010
"довольно добрый человек",6.9,6296,"Comedy, Crime, Drama",2010
"дитя",6.9,1208,"Drama",2010
"генсбур любовь хулигана",6.9,8990,"Biography, Drama, Music",2010
"женщина с разбитым носом",6.9,1290,"Comedy, Drama, Romance",2010
"дуэль",6.9,573,"Drama",2010
"расплата",6.9,61403,"Drama, Thriller",2010
"городок семетри",6.9,19153,"Comedy, Drama",2010
"книга илая",6.9,273783,"Action, Adventure, Drama",2010
"заговорщица",6.9,26502,"Crime, Drama, History",2010
"parse dar meh",6.8,761,"Drama",2010
"месть история любви",6.8,1465,"Crime, Mystery, Thriller",2010
"дорога с приключениями",6.8,1423,"Comedy",2010
"фильм окхи",6.8,886,"Comedy, Drama",2010
"в ловушке",6.8,2347,"Drama, Romance",2010
"омут",6.8,1952,"Crime, Drama, Mystery",2010
"uchu sho e yokoso",6.8,773,"Animation, Adventure, Family",2010
"жизнь рыб",6.8,1499,"Drama, Romance",2010
"демон",6.8,2943,"Action, Adventure, Crime",2010
"львиное сердце",6.8,4705,"Action, Thriller",2010
"мурашки",6.8,1389,"Drama, Romance",2010
"zeny v pokuseni",6.8,604,"Comedy",2010
"астрал",6.8,256842,"Horror, Mystery, Thriller",2010
"столкновение",6.8,2029,"Action, Comedy, Thriller",2010
"припаркованные",6.8,2150,"Drama",2010
"валланцаска  ангелы зла",6.8,2772,"Biography, Crime, Drama",2010
"белые ирландские пьяницы",6.8,1702,"Drama",2010
"три часа на побег",6.8,12815,"Action, Crime, Drama",2010
"поздняя осень",6.8,1425,"Drama",2010
"осведомитель",6.8,1730,"Action, Drama, Thriller",2010
"suma summarum",6.8,639,"Comedy, Thriller",2010
"ночные твари",6.8,1234,"Horror, Sci-Fi",2010
"супер",6.8,71027,"Action, Comedy, Drama",2010
"наша жизнь",6.8,1977,"Drama",2010
"нелегал",6.8,840,"Drama",2010
"ложковилка",6.8,948,"Comedy",2010
"счастливы вместе",6.8,28383,"Comedy, Drama, Romance",2010
"абель",6.8,1315,"Comedy, Drama",2010
"высокая цена жизни",6.8,1917,"Drama",2010
"сердцеед",6.8,24106,"Comedy, Romance",2010
"беспредел",6.8,11133,"Action, Crime, Drama",2010
"чyдный мальчик",6.8,8435,"Action, Crime, Drama",2010
"копакабана",6.8,1554,"Comedy",2010
"мусульманин",6.8,971,"Drama, Family",2010
"скелеты",6.8,1757,"Comedy, Drama, Fantasy",2010
"среди волков",6.8,829,"Drama",2010
"черная венера",6.8,2254,"Drama, History",2010
"das lied in mir",6.8,738,"Drama",2010
"грабитель",6.8,4139,"Biography, Crime, Drama",2010
"идеальный хозяин",6.8,23505,"Comedy, Crime, Thriller",2010
"вишня",6.8,4181,"Comedy, Drama",2010
"кандагар",6.8,1725,"Action, Drama, War",2010
"дикая штучка",6.8,34064,"Action, Comedy, Crime",2010
"в компании мужчин",6.8,41334,"Drama",2010
"трон наследие",6.8,297722,"Action, Adventure, Sci-Fi",2010
"патагония",6.8,510,"Adventure, Drama",2010
"игра без правил",6.8,44055,"Biography, Drama, Thriller",2010
"не брать живым",6.8,122594,"Action, Drama, Thriller",2010
"неуправляемый",6.8,174022,"Action, Thriller",2010
"командаа",6.8,236383,"Action, Adventure, Thriller",2010
"нечестная сделка",6.7,1635,"Action, Crime, Drama",2010
"спящая принцесса",6.7,1927,"Comedy, Drama",2010
"кочегар",6.7,1619,"Crime, Drama",2010
"guan yin shan",6.7,709,"Drama",2010
"овсянки",6.7,2025,"Drama, Romance",2010
"di 36 ge gu shi",6.7,531,"Comedy, Drama",2010
"chrzest",6.7,561,"Drama, Thriller",2010
"periferic",6.7,723,"Action, Drama",2010
"чeловек который кричит",6.7,1378,"Drama",2010
"белый лев",6.7,836,"Drama, Family",2010
"вам бы встретиться с моим сынком",6.7,1523,"Comedy, Romance",2010
"я  рабыня",6.7,1349,"Thriller",2010
"дядюшка бунми который помнит свои прошлые жизни",6.7,11869,"Drama, Fantasy",2010
"bodyguard",6.7,745,"Comedy",2010
"девушка в желтых сапогах",6.7,3229,"Crime, Drama, Mystery",2010
"семья рейнвальд",6.7,1133,"Drama",2010
"фубар 2",6.7,1448,"Comedy",2010
"правда о мужчинах",6.7,1204,"Comedy, Drama, Romance",2010
"человек который хотел жить посвоему",6.7,3224,"Drama, Thriller",2010
"оранжевый цвет любви",6.7,2683,"Comedy, Drama, Romance",2010
"базиликата от побережья к побережью",6.7,1863,"Comedy, Musical",2010
"любовь втроем",6.7,4744,"Comedy, Drama, Romance",2010
"прозрение",6.7,29547,"Horror, Mystery, Thriller",2010
"джэни джонс",6.7,2033,"Biography, Drama, Music",2010
"червяк",6.7,970,"Drama, War",2010
"дети бога",6.7,1147,"Drama",2010
"keepern til liverpool",6.7,769,"Comedy",2010
"amador",6.7,853,"Drama",2010
"счастливая семья",6.7,1707,"Comedy",2010
"хахаха",6.7,1104,"Comedy, Drama, Romance",2010
"гёте",6.7,2609,"Biography, Romance",2010
"ces amoursla",6.7,606,"Drama",2010
"гоа",6.7,948,"Comedy",2010
"аврора",6.7,1410,"Drama",2010
"санта на продажу",6.7,24009,"Adventure, Fantasy, Horror",2010
"копы в глубоком запасе",6.7,223248,"Action, Comedy, Crime",2010
"lullaby for pi",6.7,746,"Drama",2010
"только между нами",6.7,897,"Comedy, Drama",2010
"шальные деньги",6.7,15739,"Action, Crime, Drama",2010
"обмен",6.7,790,"Drama, Sci-Fi",2010
"22 пули бессмертный",6.7,30563,"Action, Crime, Drama",2010
"малек",6.7,2396,"Comedy, Drama",2010
"вопль",6.7,12139,"Biography, Drama, Romance",2010
"счастливая домохозяйка",6.7,2654,"Comedy, Drama, Romance",2010
"любовь и другие лекарства",6.7,168864,"Comedy, Drama, Romance",2010
"be range arghavan",6.6,1327,"Action, Drama",2010
"полночь fm",6.6,2023,"Action, Crime, Thriller",2010
"marykkundoru kunjaadu",6.6,579,"Comedy",2010
"агентство знакомств сирано",6.6,1180,"Comedy, Romance",2010
"шакал",6.6,1385,"Crime",2010
"цвет",6.6,972,"Drama, Horror, Mystery",2010
"мэрдок скрэмбл",6.6,1162,"Animation, Action, Drama",2010
"вскрытие",6.6,1873,"Drama",2010
"царство соломона",6.6,3360,"Action, Drama, History",2010
"такой вот содом",6.6,863,"Comedy, History",2010
"чужaя",6.6,767,"Action, Drama",2010
"фанатки на завтрак не остаются",6.6,1864,"Comedy, Romance",2010
"sinyora enrica ile italyan olmak",6.6,582,"Comedy, Drama",2010
"da lui toi",6.6,822,"Action, Comedy, Drama",2010
"печальная баллада для трубы",6.6,12257,"Comedy, Drama, Horror",2010
"гонконг конфиденциально",6.6,531,"Comedy, Drama, Romance",2010
"анжель и тони",6.6,868,"Drama",2010
"хороший мальчик",6.6,6081,"Drama",2010
"the space between",6.6,618,"Drama",2010
"обход мика",6.6,10528,"Drama, Western",2010
"20 sigarette",6.6,681,"Drama, War",2010
"за голубыми небесами",6.6,3128,"Drama",2010
"дерево",6.6,4220,"Drama, Romance",2010
"взлет",6.6,1485,"Drama",2010
"je nai rien oublie",6.6,508,"Drama",2010
"не забывай меня",6.6,1836,"Romance",2010
"большие приключения в африке",6.6,1325,"Adventure, Comedy, Drama",2010
"дом мечты",6.6,4524,"Crime, Drama, Horror",2010
"секс наркотики и рокнролл",6.6,3777,"Biography, Drama, Music",2010
"mirch",6.6,786,"Comedy, Drama, Fantasy",2010
"нангапарбат",6.6,1513,"Biography, Drama",2010
"мне 24",6.6,1148,"Comedy, Romance",2010
"менеджер по персоналу",6.6,1275,"Comedy, Drama",2010
"прошлой ночью в ньюйорке",6.6,44901,"Drama, Romance",2010
"очень важные персоны",6.6,2748,"Biography, Drama",2010
"вне закона",6.6,3438,"Crime, Drama, War",2010
"возмездие",6.6,85129,"Crime, Drama, Mystery",2010
"до последнего вздоха",6.6,6026,"Drama, Thriller",2010
"детектив ди и тайна призрачного пламени",6.6,9779,"Action, Adventure, Drama",2010
"жизнь как она есть",6.6,113854,"Comedy, Drama, Romance",2010
"ранэвэйс",6.6,43994,"Biography, Drama, Music",2010
"мачете",6.6,183048,"Action, Crime, Thriller",2010
"робин гуд",6.6,240683,"Action, Adventure, Drama",2010
"письма к джульетте",6.6,86669,"Adventure, Comedy, Drama",2010
"ненужные вещи",6.6,10671,"Comedy, Drama",2010
"рамона и бизус",6.6,16205,"Adventure, Comedy, Family",2010
"принц персии пески времени",6.6,256844,"Action, Adventure, Fantasy",2010
"линч",6.5,702,"Drama, Thriller",2010
"санктпетербург",6.5,2570,"Adventure, Comedy, Drama",2010
"bangja jeon",6.5,598,"Comedy, Drama, Romance",2010
"в поисках мистера судьба",6.5,963,"Comedy, Romance",2010
"три богатыря и шамаханская царица",6.5,1164,"Animation",2010
"край света",6.5,589,"Fantasy",2010
"край",6.5,2723,"Adventure, Drama, History",2010
"стеклянный тигр 3",6.5,2847,"Comedy",2010
"счастлива до безумия",6.5,2838,"Comedy, Drama",2010
"мэрдок скрэмбл",6.6,1162,"Animation, Action, Drama",2010
"вскрытие",6.6,1873,"Drama",2010
